T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
13.6,20.0,9.2,1019.7,87.0,0.6,3.5,9.4,57.0
12.7,20.2,7.1,1021.1,88.0,0.6,8.1,14.8,114.33333333333331
14.1,20.0,9.0,1019.0,65.0,2.3,10.6,18.3,148.125
13.2,20.6,7.4,1016.7,67.0,2.6,10.4,22.2,184.875
11.6,21.1,4.8,1017.1,80.0,1.6,2.6,5.4,202.91666666666663
14.7,22.6,6.9,1015.0,73.0,1.3,5.2,13.0,205.125
15.5,22.7,8.5,1012.1,79.0,1.0,4.3,9.4,214.125
16.0,23.0,10.5,1011.6,90.0,1.3,8.3,13.0,202.95833333333331
14.5,22.2,10.2,1017.7,83.0,1.4,5.0,14.8,308.875
13.6,20.6,8.0,1017.8,82.0,1.0,5.6,13.0,323.875
12.9,20.2,7.2,1016.0,77.0,1.6,6.7,13.0,315.7916666666667
12.3,19.7,5.7,1019.6,82.0,1.4,3.3,13.0,322.25
12.1,19.9,6.0,1020.3,83.0,1.1,5.7,13.0,246.04166666666663
12.9,21.2,5.4,1018.5,74.0,2.1,4.4,13.0,200.91666666666663
14.2,22.0,5.3,1017.5,74.0,1.3,2.6,11.1,187.16666666666663
13.6,22.7,6.7,1017.3,76.0,1.8,5.4,13.0,187.79166666666663
12.5,21.3,6.3,1017.3,79.0,1.8,4.6,9.4,167.79166666666666
12.7,20.4,6.1,1019.7,79.0,1.1,3.9,7.6,99.5
13.7,20.8,7.0,1021.5,78.0,1.4,4.6,14.8,143.91666666666666
13.9,22.2,6.6,1021.6,77.0,1.6,3.1,11.1,100.25
13.3,22.9,6.0,1019.6,81.0,1.1,3.7,13.0,126.0
14.2,22.6,5.9,1020.2,73.0,1.3,1.5,5.4,163.91666666666666
17.3,24.2,8.2,1018.6,72.0,1.4,8.1,13.0,152.875
20.0,27.4,12.3,1015.0,67.0,1.8,12.0,18.3,165.0
18.8,27.8,13.7,1012.8,63.0,1.8,13.9,18.3,116.45833333333331
18.2,25.4,11.5,1013.5,61.0,1.9,14.1,18.3,143.0
17.2,26.4,9.0,1016.9,71.0,2.3,5.4,9.4,194.91666666666663
17.7,27.1,9.0,1017.4,66.0,2.1,7.6,16.5,130.66666666666666
17.2,26.7,10.2,1014.5,68.0,1.9,5.0,13.0,152.375
19.1,26.9,8.1,1013.5,70.0,1.9,8.9,18.3,231.125
21.8,27.2,13.6,1013.0,68.0,2.1,12.4,22.2,218.66666666666663
16.8,27.5,14.2,1018.3,85.0,2.6,9.8,16.5,211.0
18.6,24.4,13.0,1020.2,83.0,1.9,3.3,11.1,172.0
19.8,26.6,12.8,1017.3,77.0,1.9,3.1,7.6,184.875
19.4,26.8,11.8,1014.4,77.0,1.9,3.1,7.6,95.41666666666669
19.3,26.4,13.0,1013.6,79.0,1.4,3.1,9.4,52.208333333333336
20.3,27.2,12.7,1014.2,73.0,1.4,4.3,14.8,187.5
20.7,27.4,13.0,1014.1,82.0,1.8,4.6,9.4,130.16666666666666
21.2,27.5,16.7,1013.2,80.0,1.9,9.6,11.1,68.91666666666667
19.4,27.2,15.8,1012.1,88.0,1.8,11.5,18.3,123.125
21.9,27.6,14.4,1012.9,77.0,1.9,3.1,7.6,120.91666666666669
21.2,27.8,14.6,1012.4,81.0,1.9,1.3,5.4,153.625
21.1,28.6,14.3,1010.7,72.0,1.9,3.7,11.1,119.41666666666669
21.6,29.0,14.4,1010.4,73.0,1.9,8.5,22.2,110.75
19.9,29.2,14.4,1010.3,82.0,1.9,10.4,16.5,94.29166666666669
16.3,27.0,14.0,1010.0,93.0,1.8,9.6,16.5,130.33333333333334
17.3,22.4,13.0,1015.1,91.0,1.9,3.9,9.4,110.70833333333331
18.0,24.4,11.1,1015.8,79.0,1.9,5.0,11.1,138.5
18.3,25.0,12.4,1013.1,72.0,2.7,8.5,18.3,39.29166666666666
19.6,25.6,10.0,1011.6,71.0,2.4,6.1,9.4,44.91666666666666
21.6,27.0,14.8,1008.8,79.0,2.4,10.6,13.0,52.375
21.7,27.4,14.7,1011.8,75.0,1.9,6.1,11.1,75.75
21.3,28.0,13.8,1014.0,63.0,2.6,5.6,9.4,146.54166666666666
18.5,28.3,15.6,1014.8,88.0,1.9,4.8,9.4,116.625
18.8,25.0,12.0,1016.9,78.0,1.6,4.8,11.1,163.0
19.9,26.2,12.6,1016.3,75.0,1.8,6.7,14.8,162.08333333333334
20.5,27.4,13.6,1016.1,74.0,2.6,5.7,14.8,63.458333333333336
22.3,29.2,13.4,1013.7,71.0,2.7,5.6,14.8,80.04166666666667
23.2,29.8,16.0,1010.7,73.0,2.1,4.1,9.4,100.04166666666669
24.7,31.2,16.4,1009.5,72.0,1.9,3.7,7.6,109.45833333333331
23.6,31.4,17.8,1010.7,72.0,2.6,3.1,7.6,103.08333333333331
24.0,30.4,15.7,1012.0,69.0,2.3,3.9,9.4,208.83333333333331
24.5,32.2,16.4,1011.3,68.0,2.6,3.5,9.4,74.66666666666667
23.5,32.8,18.6,1010.0,75.0,1.9,4.8,11.1,110.16666666666669
25.6,33.0,16.8,1010.9,70.0,3.1,5.6,14.8,108.20833333333331
24.1,33.3,19.0,1012.2,75.0,1.9,8.7,18.3,103.83333333333331
21.7,29.2,17.6,1014.3,80.0,2.6,7.4,14.8,111.5
21.8,27.6,15.7,1013.5,69.0,2.6,5.0,11.1,98.58333333333331
24.1,29.8,16.6,1012.1,55.0,3.2,8.7,18.3,60.41666666666666
23.0,30.6,15.6,1012.0,57.0,2.7,9.1,14.8,74.29166666666667
24.5,32.2,16.0,1010.1,54.0,2.6,6.3,9.4,101.79166666666669
25.6,32.6,17.4,1009.9,56.0,2.3,6.3,9.4,106.16666666666669
24.8,32.7,18.4,1011.8,53.0,3.7,8.3,16.5,89.875
23.2,31.0,15.4,1011.7,51.0,3.1,7.2,14.8,71.95833333333333
24.0,32.2,14.4,1011.5,51.0,2.7,4.6,14.8,76.41666666666667
25.6,33.3,16.5,1012.1,57.0,2.6,4.1,7.6,113.375
28.9,35.6,18.5,1010.4,41.0,2.9,5.7,14.8,48.208333333333336
26.7,35.8,17.6,1008.6,50.0,2.7,8.1,14.8,47.04166666666666
25.8,34.2,19.8,1009.9,49.0,3.5,6.1,13.0,67.79166666666667
24.6,33.5,13.5,1009.9,57.0,3.5,4.6,11.1,65.45833333333333
27.3,35.2,17.0,1011.1,50.0,3.2,5.0,13.0,77.75
29.4,36.8,19.1,1011.2,46.0,3.2,4.8,7.6,114.45833333333331
28.7,36.9,20.3,1009.1,50.0,3.2,7.4,14.8,56.66666666666666
30.7,37.6,20.6,1007.2,49.0,3.5,6.7,14.8,79.0
31.1,39.2,23.2,1007.5,55.0,2.7,2.2,7.6,123.58333333333331
31.2,39.7,24.0,1006.6,40.0,2.7,5.6,14.8,97.875
30.1,40.1,21.9,1005.7,39.0,2.7,6.5,11.1,77.33333333333333
31.2,39.6,25.7,1005.3,41.0,3.5,8.3,11.1,48.333333333333336
28.2,37.8,21.2,1007.5,56.0,3.2,6.7,9.4,80.29166666666667
27.3,37.3,19.0,1007.0,58.0,3.1,3.9,11.1,137.875
26.4,35.2,20.2,1008.6,58.0,3.1,5.6,14.8,87.875
27.2,34.2,19.2,1007.9,56.0,3.5,4.8,9.4,61.875
28.2,35.4,18.8,1006.6,53.0,3.1,5.4,13.0,82.125
28.3,36.1,23.2,1006.0,55.0,3.1,5.0,16.5,139.91666666666666
29.7,36.6,20.2,1004.0,54.0,3.5,6.7,11.1,121.20833333333331
30.3,38.4,23.8,1004.7,55.0,4.0,5.6,11.1,97.04166666666669
24.4,37.9,20.4,1008.0,76.0,2.3,9.6,18.3,92.08333333333331
27.1,33.2,18.9,1010.9,70.0,2.7,12.8,18.3,105.75
28.9,33.8,22.1,1009.9,70.0,3.2,4.8,11.1,119.16666666666669
30.1,35.4,22.8,1007.2,64.0,1.9,7.6,16.5,121.45833333333331
31.1,37.8,25.0,1006.5,61.0,3.1,6.9,11.1,130.625
31.8,38.8,24.6,1004.6,64.0,3.1,8.1,11.1,90.5
31.2,38.8,24.4,1005.0,65.0,2.7,10.9,14.8,55.41666666666666
27.2,37.9,22.6,1006.7,81.0,1.9,8.7,14.8,79.29166666666667
28.4,35.0,20.2,1007.6,70.0,2.4,4.4,11.1,81.875
30.7,37.5,22.9,1005.9,62.0,3.1,6.1,11.1,73.20833333333333
29.3,37.5,23.8,1006.2,53.0,2.3,5.4,14.8,108.33333333333331
29.4,36.6,21.6,1006.2,43.0,3.2,5.4,11.1,198.875
32.2,39.2,23.7,1004.2,45.0,3.2,5.7,9.4,120.70833333333331
33.5,40.4,26.2,1004.8,48.0,2.3,6.5,11.1,117.375
27.7,40.9,23.0,1006.6,61.0,3.1,10.2,14.8,86.83333333333333
29.3,35.5,20.7,1007.5,58.0,1.9,6.1,9.4,88.625
31.2,37.0,24.3,1006.4,53.0,2.3,7.0,9.4,60.54166666666666
30.2,37.2,26.2,1005.7,57.0,1.9,6.3,11.1,79.0
30.8,39.7,23.6,1004.7,55.0,2.7,7.0,11.1,133.70833333333334
31.8,39.7,23.6,1003.9,41.0,3.1,7.4,16.5,87.08333333333333
31.8,39.4,23.9,1003.0,38.0,3.5,7.8,16.5,107.91666666666669
32.1,40.7,23.6,1001.6,39.0,2.3,4.4,13.0,76.625
32.1,40.5,23.1,1000.7,33.0,2.6,5.7,11.1,53.25
32.3,40.7,22.1,1000.1,33.0,2.6,3.1,11.1,65.16666666666667
32.7,40.7,22.0,999.6,29.0,3.5,7.2,11.1,83.58333333333333
33.2,41.4,24.8,998.5,31.0,4.0,7.4,14.8,86.91666666666667
34.4,43.4,23.7,999.2,33.0,3.1,4.8,11.1,65.16666666666667
38.6,44.2,26.2,1000.8,25.0,4.0,8.5,16.5,44.29166666666666
36.4,44.7,28.7,1000.2,30.0,2.7,7.4,14.8,40.66666666666666
36.0,44.4,27.2,999.7,34.0,3.1,9.4,22.2,48.125
37.6,45.6,28.2,998.2,30.0,3.5,10.0,18.3,103.16666666666669
37.5,46.0,28.4,996.5,26.0,4.0,9.4,13.0,119.70833333333331
32.8,45.9,23.8,999.3,50.0,3.1,14.8,20.6,124.25
28.4,40.3,22.6,1002.7,70.0,2.3,10.6,14.8,143.04166666666666
29.2,37.0,22.2,1004.6,65.0,3.2,8.0,11.1,143.375
25.8,34.8,20.0,1006.9,78.0,2.6,6.7,14.8,44.79166666666666
29.4,35.0,21.0,1006.3,66.0,3.1,3.0,5.4,71.95833333333333
30.9,36.4,24.8,1004.3,56.0,2.7,8.5,14.8,17.5
30.5,36.9,24.9,1002.6,63.0,2.7,4.6,9.4,87.08333333333333
29.7,36.4,24.9,1002.1,66.0,1.9,6.9,18.3,84.04166666666667
29.1,36.1,25.0,1002.0,67.0,1.9,7.2,11.1,85.54166666666667
30.9,36.4,24.0,1001.0,64.0,3.2,5.4,11.1,101.0
29.3,36.8,23.2,1001.1,71.0,1.9,7.4,13.0,76.20833333333333
31.8,37.4,25.2,1000.4,63.0,1.9,5.2,18.3,84.33333333333333
34.3,39.6,26.9,999.9,56.0,3.2,5.4,13.0,84.20833333333333
34.0,40.6,26.6,999.2,59.0,3.5,7.2,18.3,83.375
34.8,41.5,27.4,998.2,61.0,3.5,4.3,9.4,55.958333333333336
35.6,40.6,30.3,996.8,60.0,1.9,5.0,11.1,48.833333333333336
32.6,41.5,28.8,998.5,68.0,1.9,5.9,9.4,64.45833333333333
35.0,40.0,28.0,999.0,57.0,3.1,8.1,11.1,80.54166666666667
35.7,41.2,28.6,996.8,54.0,3.7,8.3,11.1,58.083333333333336
35.8,41.8,30.2,994.6,56.0,3.2,9.1,27.8,49.958333333333336
35.9,42.2,29.5,994.9,59.0,3.2,9.8,14.8,101.70833333333331
37.1,42.2,28.6,995.2,55.0,3.5,8.3,14.8,65.41666666666667
36.6,42.5,29.8,997.8,53.0,3.2,9.4,11.1,54.66666666666666
31.1,41.2,22.4,998.8,71.0,2.7,9.8,22.2,78.54166666666667
31.9,38.1,24.6,998.5,74.0,3.2,5.9,11.1,73.0
32.0,37.0,23.2,999.5,68.0,3.2,7.2,11.1,58.625
33.4,37.0,27.8,1002.0,71.0,3.4,10.9,18.3,61.5
31.1,37.0,28.0,1001.7,82.0,2.6,10.2,14.8,49.125
31.8,36.4,26.8,999.1,79.0,3.2,5.2,18.3,65.875
32.9,37.0,27.2,998.1,71.0,3.7,9.4,18.3,72.41666666666667
34.8,40.0,28.2,996.6,63.0,3.1,13.9,27.8,71.29166666666667
36.9,40.0,29.4,995.8,56.0,2.9,15.6,27.8,74.375
35.9,41.0,27.2,999.3,52.0,3.5,10.9,24.1,107.16666666666669
33.2,40.7,24.6,999.8,73.0,3.1,8.0,13.0,184.66666666666663
34.2,38.0,28.8,997.9,69.0,3.2,5.2,9.4,113.33333333333331
36.0,40.0,30.0,995.7,64.0,2.6,7.0,11.1,146.20833333333334
36.2,42.0,30.4,995.9,63.0,2.7,10.7,25.9,65.375
34.9,41.6,29.4,996.4,61.0,3.5,12.2,16.5,111.04166666666669
28.4,39.8,22.2,997.4,83.0,2.6,7.0,11.1,111.125
31.7,35.0,26.2,996.8,76.0,2.3,6.5,13.0,112.29166666666669
30.9,36.2,26.4,1000.6,77.0,3.5,11.9,18.3,60.625
31.6,36.0,26.9,1000.4,79.0,2.3,9.8,18.3,71.0
33.1,38.0,27.4,996.0,68.0,3.1,7.8,11.1,57.04166666666666
34.0,38.2,26.5,995.5,67.0,2.7,12.6,18.3,67.41666666666667
31.8,38.3,23.9,996.7,71.0,3.9,7.6,14.8,132.70833333333334
30.6,35.0,27.0,997.9,71.0,3.7,7.6,16.5,153.41666666666666
32.4,37.0,26.2,997.2,64.0,3.5,8.1,11.1,134.95833333333334
33.9,38.2,27.6,998.5,69.0,2.3,7.2,14.8,81.125
32.7,38.5,28.8,999.2,73.0,1.9,8.3,14.8,197.66666666666663
31.2,37.4,20.8,997.9,79.0,1.9,5.7,9.4,160.75
31.9,37.8,28.4,998.9,80.0,1.9,7.6,13.0,29.125
32.3,37.3,29.3,1000.2,79.0,1.9,6.5,9.4,52.25
29.6,36.4,23.4,998.1,85.0,1.8,7.0,13.0,160.375
28.8,35.2,24.8,997.5,81.0,2.7,5.2,7.6,99.375
26.3,32.6,23.5,1000.9,93.0,2.1,6.7,22.2,123.875
26.2,33.2,24.0,1001.2,95.0,1.9,6.7,11.1,131.41666666666666
30.0,34.4,23.7,1000.6,78.0,2.6,6.9,9.4,53.875
31.2,35.0,25.8,1003.9,76.0,2.6,8.0,11.1,31.45833333333333
31.7,35.4,25.9,1004.8,80.0,2.6,5.2,9.4,47.375
32.7,36.0,26.8,1003.2,74.0,3.2,6.1,16.5,38.16666666666666
34.1,38.0,28.2,1000.8,69.0,3.7,10.4,18.3,42.54166666666666
34.4,37.6,28.7,998.5,70.0,4.0,8.7,13.0,35.791666666666664
30.8,37.5,26.0,1001.3,79.0,3.1,5.6,9.4,43.458333333333336
29.7,36.6,25.8,1001.2,77.0,3.1,9.1,14.8,35.958333333333336
31.5,34.0,27.3,1000.7,79.0,2.4,5.7,9.4,25.08333333333333
30.7,36.2,26.8,1000.3,80.0,2.1,6.9,14.8,45.833333333333336
33.0,37.0,26.2,997.5,69.0,3.4,8.5,22.2,33.708333333333336
33.5,37.0,28.4,993.0,70.0,3.5,11.1,18.3,31.875
32.9,37.4,29.0,992.0,72.0,2.4,5.6,11.1,69.79166666666667
30.9,36.3,28.0,994.5,86.0,1.9,5.2,13.0,62.91666666666666
32.7,37.2,27.2,997.1,70.0,2.7,16.9,24.1,26.416666666666668
33.1,37.5,27.6,1000.1,70.0,2.9,10.2,16.5,30.666666666666668
33.9,37.4,28.1,997.4,69.0,3.2,5.0,9.4,29.95833333333333
31.3,37.6,26.2,997.9,81.0,2.7,4.8,11.1,47.458333333333336
31.6,35.0,27.4,998.5,80.0,2.9,6.5,11.1,48.91666666666666
31.8,37.0,27.8,998.0,79.0,2.6,5.9,14.8,37.125
32.0,36.8,26.6,997.1,74.0,3.1,10.7,16.5,23.875
26.8,29.0,25.0,996.6,97.0,1.9,5.9,13.0,22.33333333333333
29.7,32.0,25.4,995.9,86.0,2.7,7.4,9.4,25.08333333333333
31.7,35.0,26.4,996.7,79.0,2.9,6.9,13.0,32.958333333333336
32.0,36.0,26.8,997.5,75.0,3.4,8.9,14.8,31.5
30.4,36.5,28.2,997.7,88.0,1.9,8.1,13.0,56.375
31.0,35.7,27.1,997.8,83.0,2.6,6.5,18.3,66.79166666666667
26.6,35.0,25.0,998.9,98.0,1.9,6.9,18.3,64.875
26.2,29.0,24.1,1001.2,97.0,2.1,5.4,11.1,47.583333333333336
30.7,35.0,24.2,1002.0,76.0,3.7,7.8,14.8,48.29166666666666
31.2,35.0,25.2,1000.9,71.0,3.7,14.1,20.6,51.375
30.4,35.6,26.4,1000.1,78.0,3.2,11.5,20.6,43.375
29.9,34.2,26.2,1000.8,79.0,2.9,8.5,14.8,33.5
30.0,33.0,25.8,1003.1,78.0,3.2,6.3,14.8,43.04166666666666
31.3,34.0,26.5,1004.2,71.0,3.4,8.1,14.8,38.41666666666666
31.8,35.0,26.2,1002.4,67.0,3.7,8.7,13.0,29.166666666666668
28.3,35.6,26.0,1000.8,87.0,2.7,3.9,9.4,37.375
30.8,35.0,24.8,1000.3,77.0,2.4,4.4,11.1,60.0
29.1,35.0,26.7,1000.4,79.0,2.9,13.1,18.3,49.29166666666666
29.4,33.0,25.5,1003.1,75.0,3.5,10.6,14.8,19.541666666666668
30.9,35.0,24.8,1004.6,67.0,3.9,9.8,13.0,22.83333333333333
31.3,35.0,25.3,1005.9,72.0,3.5,3.9,11.1,24.291666666666668
32.0,35.0,27.5,1006.7,72.0,2.7,8.3,18.3,25.291666666666668
31.3,35.0,26.3,1005.2,76.0,2.7,6.1,9.4,23.416666666666668
30.6,36.8,23.0,1002.9,75.0,3.1,5.4,9.4,74.66666666666667
29.7,35.5,25.8,1003.2,80.0,2.9,3.3,18.3,41.875
31.3,35.2,25.1,1003.5,71.0,2.9,4.1,11.1,50.583333333333336
31.5,35.4,26.1,1003.3,72.0,2.9,3.1,5.4,44.41666666666666
31.1,35.6,26.0,1001.2,74.0,1.9,6.1,14.8,66.45833333333333
30.9,37.4,26.0,1002.3,69.0,2.6,4.4,11.1,62.91666666666666
32.9,37.8,25.3,1004.1,64.0,3.2,2.0,3.5,58.125
32.8,37.3,26.6,1003.6,67.0,2.7,2.4,11.1,57.29166666666666
32.7,37.0,27.5,1002.8,70.0,2.9,2.0,7.6,38.25
32.7,37.2,26.0,1002.6,66.0,2.9,3.9,9.4,57.208333333333336
33.3,38.0,26.8,1002.1,62.0,3.4,7.4,11.1,50.333333333333336
33.7,37.9,27.1,1001.5,59.0,3.2,8.9,20.6,50.41666666666666
34.3,38.0,27.8,1000.8,59.0,3.2,8.7,16.5,47.41666666666666
33.3,38.0,28.0,1000.7,63.0,3.2,3.7,9.4,56.91666666666666
32.9,37.3,26.6,1000.2,64.0,3.2,4.3,9.4,54.625
32.9,37.0,26.6,999.6,66.0,2.7,3.5,9.4,42.875
32.9,37.0,27.5,999.9,67.0,3.2,7.6,13.0,41.208333333333336
32.7,37.1,27.6,1000.7,66.0,3.5,7.4,11.1,42.375
31.5,36.5,25.8,1002.8,69.0,3.2,3.7,7.6,45.958333333333336
32.1,37.2,25.4,1001.4,58.0,3.5,6.3,14.8,52.25
30.3,37.4,24.3,1002.7,62.0,3.2,8.5,18.3,43.333333333333336
31.1,36.0,23.2,1005.4,56.0,4.0,6.1,16.5,41.875
30.8,36.2,22.4,1006.0,55.0,3.5,6.7,14.8,44.41666666666666
30.9,36.2,22.4,1005.4,60.0,3.5,10.0,16.5,49.5
30.1,36.5,21.8,1004.3,54.0,3.4,8.5,16.5,41.958333333333336
30.5,37.0,21.9,1004.0,53.0,3.2,8.5,16.5,0.0
29.9,36.7,20.6,1004.9,58.0,3.4,4.8,16.5,0.0
29.5,36.4,20.3,1006.3,54.0,3.5,4.8,7.6,0.0
28.6,36.1,18.5,1007.0,53.0,3.5,6.1,13.0,0.0
28.7,35.2,19.3,1006.7,55.0,3.7,7.2,13.0,0.0
28.7,36.2,18.2,1007.4,55.0,3.1,7.0,14.8,45.75
29.3,36.4,18.6,1009.1,56.0,3.4,4.3,16.5,70.70833333333333
28.9,36.0,19.1,1008.9,58.0,2.9,4.3,9.4,51.79166666666666
28.9,35.6,19.2,1009.0,58.0,2.7,2.0,7.6,66.75
28.8,35.2,19.2,1007.1,59.0,2.7,5.7,13.0,39.958333333333336
28.7,36.0,19.8,1005.3,55.0,3.4,7.2,14.8,0.0
28.5,35.7,19.4,1004.5,56.0,2.7,1.5,5.4,0.0
29.3,35.4,19.8,1005.6,66.0,2.3,1.3,7.6,11.583333333333334
30.0,35.4,23.7,1007.3,65.0,1.9,1.1,5.4,13.0
28.1,35.0,20.2,1007.5,54.0,2.9,1.3,7.6,7.875
27.2,34.8,16.4,1007.3,48.0,2.7,2.2,7.6,33.541666666666664
26.7,35.0,16.8,1008.2,54.0,2.7,1.3,9.4,151.04166666666666
27.3,35.0,16.6,1007.3,48.0,2.6,3.7,13.0,156.25
25.4,34.7,16.0,1007.1,52.0,2.4,3.3,13.0,156.0
25.7,34.0,13.7,1008.4,49.0,2.9,3.0,9.4,151.79166666666666
26.6,35.0,14.3,1008.1,48.0,2.9,2.6,9.4,181.54166666666663
25.9,35.2,17.2,1007.4,55.0,1.8,0.9,5.4,219.95833333333331
25.2,34.0,14.4,1007.2,59.0,1.6,1.7,7.6,231.0
24.7,34.0,14.3,1009.0,54.0,1.3,3.1,13.0,252.625
25.8,33.2,13.8,1011.0,60.0,2.3,0.2,3.5,119.41666666666669
24.9,33.9,15.0,1011.6,57.0,1.8,2.4,9.4,126.0
24.2,32.8,14.4,1012.1,54.0,1.8,5.0,16.5,172.66666666666666
23.2,32.4,13.8,1012.9,54.0,1.8,2.4,7.6,207.04166666666663
21.3,31.2,12.5,1013.6,66.0,1.4,0.4,3.5,230.25
21.9,32.2,13.1,1013.0,60.0,1.6,1.7,7.6,232.33333333333331
23.3,31.4,13.0,1013.3,53.0,1.8,7.6,16.5,215.54166666666663
22.1,31.0,11.4,1013.8,52.0,1.6,8.1,16.5,239.41666666666663
19.1,30.6,10.8,1014.0,61.0,2.1,4.8,13.0,196.54166666666663
19.7,30.2,10.0,1013.8,62.0,1.9,2.6,11.1,206.75
19.9,31.6,10.6,1012.5,66.0,1.0,3.0,9.4,235.58333333333331
21.3,30.6,11.2,1014.1,62.0,1.0,3.7,11.1,199.875
19.9,30.8,11.2,1016.9,67.0,1.0,2.6,9.4,232.54166666666663
19.4,30.9,11.8,1017.8,70.0,0.5,2.2,14.8,185.5
18.4,30.0,11.2,1018.2,74.0,0.5,0.9,3.5,282.1666666666667
18.7,29.6,10.0,1016.3,75.0,0.3,2.0,5.4,226.45833333333331
19.4,29.2,10.7,1015.5,77.0,0.6,1.1,5.4,222.125
19.6,30.1,11.4,1017.7,76.0,1.4,1.9,7.6,317.0
19.9,29.9,11.6,1018.4,73.0,1.1,0.4,3.5,257.6666666666667
21.7,30.0,12.3,1016.7,62.0,1.9,2.2,9.4,166.875
20.7,29.7,10.7,1014.8,70.0,0.6,1.5,3.5,135.16666666666666
21.4,29.0,11.4,1014.5,66.0,1.0,6.9,11.1,133.125
21.4,29.1,16.0,1015.6,77.0,2.4,4.3,14.8,175.04166666666666
19.5,25.8,13.0,1013.9,73.0,2.1,3.0,5.4,189.66666666666663
17.2,26.0,10.6,1013.7,73.0,1.9,1.5,7.6,211.45833333333331
17.6,25.4,9.4,1014.2,68.0,1.8,2.2,9.4,215.5
16.6,25.6,7.5,1015.4,68.0,1.8,5.0,14.8,223.375
15.6,25.4,8.5,1016.0,68.0,1.9,4.6,11.1,187.54166666666663
15.0,24.6,6.9,1016.8,69.0,1.8,4.6,14.8,198.45833333333331
15.6,25.4,6.3,1017.1,67.0,1.3,0.4,3.5,156.70833333333334
15.6,26.2,6.7,1016.4,73.0,1.0,1.9,9.4,135.58333333333334
17.5,25.3,10.4,1016.7,78.0,0.5,3.3,5.4,152.04166666666666
18.6,25.0,10.4,1019.2,72.0,1.6,4.8,9.4,141.41666666666666
18.4,26.8,10.2,1020.5,69.0,2.1,5.9,14.8,248.625
16.5,27.0,10.1,1019.1,71.0,1.9,5.4,13.0,162.54166666666666
16.1,26.4,7.0,1018.0,67.0,2.6,2.6,7.6,0.0
15.7,26.4,6.9,1017.1,74.0,1.3,3.5,11.1,46.708333333333336
17.1,26.8,8.1,1017.4,74.0,1.0,1.3,7.6,91.75
16.7,27.2,8.2,1014.8,77.0,1.4,3.1,9.4,99.91666666666669
16.7,27.0,8.2,1014.4,78.0,1.0,2.6,7.6,113.375
17.3,27.6,8.0,1012.6,78.0,1.1,1.5,7.6,166.70833333333334
18.0,28.8,11.0,1013.2,81.0,1.0,3.0,5.4,146.66666666666666
18.3,28.0,11.4,1015.5,81.0,1.0,2.4,9.4,119.70833333333331
18.3,28.2,12.0,1016.9,84.0,0.5,3.1,9.4,110.875
17.7,27.2,9.5,1016.9,78.0,1.0,0.9,3.5,200.33333333333331
18.2,28.6,9.6,1014.7,74.0,1.4,1.1,9.4,161.79166666666666
18.3,29.0,10.9,1015.0,75.0,1.4,1.9,7.6,169.04166666666666
18.2,28.3,11.3,1014.4,81.0,1.3,1.5,7.6,216.79166666666663
16.8,25.8,12.2,1015.5,91.0,0.5,3.7,7.6,203.58333333333331
14.4,21.8,10.0,1015.8,83.0,1.3,5.0,11.1,25.08333333333333
10.6,20.6,8.0,1018.3,87.0,1.3,2.6,7.6,57.083333333333336
10.9,19.4,4.1,1020.0,85.0,1.1,4.4,9.4,152.83333333333334
11.9,18.5,5.8,1021.5,81.0,1.4,7.4,11.1,177.70833333333334
9.0,18.6,4.6,1020.0,81.0,1.1,9.1,16.5,239.04166666666663
14.1,22.0,3.9,1019.4,59.0,1.8,8.7,16.5,188.04166666666663
12.9,21.8,3.4,1019.5,70.0,1.3,5.4,14.8,310.25
13.9,23.2,5.5,1017.2,69.0,1.0,4.1,13.0,375.7916666666667
13.9,25.3,5.3,1016.2,71.0,0.8,3.0,13.0,297.7916666666667
12.8,23.9,4.0,1015.6,78.0,0.5,1.1,5.4,441.7916666666667
14.4,23.3,4.5,1016.3,70.0,0.6,3.3,7.6,204.375
13.0,23.1,4.6,1017.0,74.0,1.1,3.5,9.4,223.25
13.3,22.4,4.4,1016.5,72.0,1.1,5.2,9.4,248.95833333333331
15.0,21.9,6.0,1013.5,68.0,1.0,5.4,11.1,441.4166666666667
11.8,22.6,5.6,1017.4,60.0,1.4,4.3,14.8,237.79166666666663
10.8,20.9,3.6,1018.2,73.0,1.4,5.7,14.8,334.875
10.7,17.0,3.3,1018.7,82.0,0.5,4.8,9.4,nan
10.4,18.4,1.1,1018.1,83.0,0.3,2.6,11.1,172.75
12.4,19.2,7.0,1016.4,89.0,0.8,5.0,7.6,146.79166666666666
13.3,19.5,9.9,1014.7,99.0,0.8,7.2,11.1,113.875
16.8,22.4,11.4,1016.3,96.0,0.6,4.6,14.8,144.75
17.7,22.6,13.2,1014.9,92.0,1.6,4.4,9.4,118.45833333333331
17.1,20.8,13.0,1015.1,96.0,0.5,7.8,13.0,170.91666666666666
15.5,21.3,11.2,1014.6,88.0,0.6,4.1,9.4,227.0
13.6,19.9,9.6,1015.1,91.0,0.5,2.0,9.4,231.25
15.4,19.6,10.8,1015.3,87.0,0.5,7.4,11.1,272.125
11.7,19.7,7.8,1016.6,83.0,0.8,7.4,13.0,205.25
11.9,17.0,7.0,1016.9,84.0,1.0,7.4,14.8,256.0
9.7,17.6,3.2,1016.2,84.0,0.5,2.8,11.1,228.79166666666663
